row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,270,270,0.9,0.15,no_target,1
1,270,90,0.4,0.25,right,1
2,270,270,0.25,0.4,no_target,1
3,90,270,0.25,0.4,left,1
4,270,270,0.9,0.15,no_target,1
5,270,270,0.25,0.4,no_target,1
6,270,270,0.4,0.4,no_target,1
7,90,270,0.9,0.15,left,1
8,270,270,0.4,0.25,no_target,1
9,90,270,0.4,0.4,left,1
10,90,270,0.9,0.15,left,1
11,270,270,0.4,0.25,no_target,1
12,270,90,0.9,0.15,right,1
13,90,270,0.9,0.15,left,1
14,270,90,0.4,0.4,right,1
15,90,270,0.9,0.15,left,1
16,270,90,0.4,0.4,right,1
17,270,90,0.25,0.25,right,1
18,270,90,0.25,0.4,right,1
19,270,270,0.4,0.25,no_target,1
20,270,270,0.25,0.25,no_target,1
21,270,270,0.25,0.25,no_target,1
22,270,90,0.9,0.15,right,1
23,270,270,0.25,0.25,no_target,1
24,270,90,0.9,0.15,right,1
25,270,270,0.9,0.15,no_target,1
26,90,270,0.25,0.25,left,1
27,90,270,0.4,0.4,left,1
28,270,90,0.25,0.4,right,1
29,90,270,0.25,0.4,left,1
30,270,270,0.25,0.4,no_target,1
31,270,270,0.4,0.4,no_target,1
32,90,270,0.4,0.25,left,1
33,270,90,0.4,0.25,right,1
34,270,270,0.4,0.4,no_target,1
35,270,90,0.9,0.15,right,1
36,90,270,0.4,0.4,left,1
37,270,90,0.9,0.15,right,1
38,270,90,0.25,0.25,right,1
39,270,90,0.4,0.4,right,1
40,270,90,0.9,0.15,right,1
41,90,270,0.9,0.15,left,1
42,270,270,0.4,0.4,no_target,1
43,270,270,0.9,0.15,no_target,1
44,90,270,0.4,0.4,left,1
45,270,270,0.9,0.15,no_target,1
46,90,270,0.9,0.15,left,1
47,270,90,0.9,0.15,right,1
48,270,270,0.25,0.4,no_target,1
49,270,270,0.9,0.15,no_target,1
50,90,270,0.4,0.25,left,1
51,90,270,0.9,0.15,left,1
52,270,90,0.25,0.4,right,1
53,270,90,0.9,0.15,right,1
54,270,90,0.4,0.25,right,1
55,270,270,0.9,0.15,no_target,1
56,270,270,0.9,0.15,no_target,1
57,270,90,0.9,0.15,right,1
58,270,270,0.25,0.25,no_target,1
59,270,90,0.9,0.15,right,1
60,270,270,0.4,0.4,no_target,1
61,270,90,0.9,0.15,right,1
62,270,270,0.9,0.15,no_target,1
63,270,270,0.9,0.15,no_target,1
64,270,270,0.9,0.15,no_target,1
65,90,270,0.9,0.15,left,1
66,270,270,0.25,0.4,no_target,1
67,90,270,0.25,0.25,left,1
68,90,270,0.4,0.4,left,1
69,270,90,0.4,0.4,right,1
70,90,270,0.4,0.25,left,1
71,90,270,0.4,0.25,left,1
72,90,270,0.9,0.15,left,1
73,90,270,0.25,0.4,left,1
74,90,270,0.25,0.25,left,1
75,90,270,0.4,0.25,left,1
76,90,270,0.25,0.4,left,1
77,90,270,0.9,0.15,left,1
78,90,270,0.9,0.15,left,1
79,270,270,0.9,0.15,no_target,1
80,270,90,0.25,0.4,right,1
81,90,270,0.25,0.25,left,1
82,270,90,0.25,0.25,right,1
83,90,270,0.25,0.4,left,1
84,270,90,0.9,0.15,right,1
85,270,90,0.4,0.25,right,1
86,270,270,0.9,0.15,no_target,1
87,270,90,0.25,0.25,right,1
88,270,90,0.25,0.4,right,1
89,90,270,0.9,0.15,left,1
90,270,90,0.4,0.4,right,1
91,270,270,0.4,0.25,no_target,1
92,270,270,0.25,0.25,no_target,1
93,90,270,0.9,0.15,left,1
94,270,90,0.25,0.25,right,1
95,270,90,0.9,0.15,right,1
96,270,90,0.4,0.25,right,1
97,90,270,0.25,0.25,left,1
98,270,270,0.4,0.25,no_target,1
