row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,270,90,0.25,0.25,right,1
1,270,270,0.4,0.25,no_target,1
2,90,270,0.25,0.25,left,1
3,270,90,0.9,0.15,right,1
4,90,270,0.4,0.25,left,1
5,270,90,0.25,0.4,right,1
6,270,90,0.4,0.25,right,1
7,270,270,0.9,0.15,no_target,1
8,270,270,0.4,0.4,no_target,1
9,270,90,0.9,0.15,right,1
10,270,270,0.9,0.15,no_target,1
11,270,90,0.25,0.25,right,1
12,90,270,0.4,0.25,left,1
13,90,270,0.25,0.4,left,1
14,90,270,0.25,0.25,left,1
15,270,90,0.25,0.4,right,1
16,90,270,0.4,0.4,left,1
17,270,270,0.25,0.25,no_target,1
18,270,270,0.9,0.15,no_target,1
19,90,270,0.25,0.25,left,1
20,270,270,0.4,0.25,no_target,1
21,90,270,0.25,0.4,left,1
22,270,90,0.9,0.15,right,1
23,270,90,0.25,0.25,right,1
24,270,270,0.25,0.25,no_target,1
25,270,270,0.4,0.4,no_target,1
26,270,90,0.9,0.15,right,1
27,90,270,0.25,0.25,left,1
28,90,270,0.4,0.25,left,1
29,270,90,0.4,0.4,right,1
30,270,90,0.25,0.4,right,1
31,270,270,0.9,0.15,no_target,1
32,270,270,0.25,0.4,no_target,1
33,270,270,0.9,0.15,no_target,1
34,90,270,0.4,0.4,left,1
35,270,90,0.4,0.4,right,1
36,270,90,0.9,0.15,right,1
37,270,270,0.9,0.15,no_target,1
38,90,270,0.4,0.4,left,1
39,270,90,0.9,0.15,right,1
40,270,270,0.25,0.25,no_target,1
41,90,270,0.9,0.15,left,1
42,90,270,0.9,0.15,left,1
43,90,270,0.4,0.4,left,1
44,270,90,0.4,0.25,right,1
45,90,270,0.9,0.15,left,1
46,270,270,0.25,0.25,no_target,1
47,270,270,0.25,0.25,no_target,1
48,90,270,0.25,0.4,left,1
49,90,270,0.9,0.15,left,1
50,270,270,0.9,0.15,no_target,1
51,270,270,0.4,0.4,no_target,1
52,90,270,0.9,0.15,left,1
53,90,270,0.25,0.25,left,1
54,270,270,0.9,0.15,no_target,1
55,90,270,0.9,0.15,left,1
56,270,270,0.25,0.4,no_target,1
57,90,270,0.9,0.15,left,1
58,270,90,0.9,0.15,right,1
59,270,270,0.4,0.4,no_target,1
60,90,270,0.4,0.4,left,1
61,270,90,0.9,0.15,right,1
62,270,270,0.25,0.4,no_target,1
63,90,270,0.9,0.15,left,1
64,270,90,0.25,0.25,right,1
65,90,270,0.25,0.4,left,1
66,270,270,0.9,0.15,no_target,1
67,90,270,0.9,0.15,left,1
68,270,90,0.9,0.15,right,1
69,90,270,0.9,0.15,left,1
70,270,90,0.4,0.4,right,1
71,270,90,0.9,0.15,right,1
72,270,270,0.9,0.15,no_target,1
73,270,90,0.4,0.25,right,1
74,270,270,0.4,0.25,no_target,1
75,90,270,0.4,0.25,left,1
76,270,270,0.9,0.15,no_target,1
77,270,270,0.9,0.15,no_target,1
78,90,270,0.25,0.4,left,1
79,270,90,0.4,0.25,right,1
80,270,270,0.25,0.4,no_target,1
81,90,270,0.9,0.15,left,1
82,90,270,0.9,0.15,left,1
83,270,90,0.9,0.15,right,1
84,270,270,0.4,0.25,no_target,1
85,270,270,0.9,0.15,no_target,1
86,270,90,0.25,0.25,right,1
87,270,90,0.25,0.4,right,1
88,270,90,0.9,0.15,right,1
89,270,90,0.4,0.25,right,1
90,270,270,0.25,0.4,no_target,1
91,270,270,0.4,0.4,no_target,1
92,270,90,0.4,0.4,right,1
93,270,90,0.4,0.4,right,1
94,270,90,0.25,0.4,right,1
95,90,270,0.4,0.25,left,1
96,90,270,0.9,0.15,left,1
97,270,90,0.9,0.15,right,1
98,270,270,0.4,0.25,no_target,1
