row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,90,270,0.9,0.15,left,1
1,90,270,0.25,0.25,left,1
2,270,90,0.9,0.15,right,1
3,90,270,0.25,0.4,left,1
4,270,90,0.9,0.15,right,1
5,90,270,0.9,0.15,left,1
6,90,270,0.9,0.15,left,1
7,90,270,0.9,0.15,left,1
8,270,90,0.25,0.25,right,1
9,90,270,0.9,0.15,left,1
10,270,270,0.4,0.4,no_target,1
11,90,270,0.9,0.15,left,1
12,270,90,0.4,0.4,right,1
13,270,90,0.4,0.4,right,1
14,90,270,0.25,0.25,left,1
15,270,90,0.25,0.25,right,1
16,90,270,0.9,0.15,left,1
17,270,90,0.25,0.4,right,1
18,90,270,0.25,0.4,left,1
19,270,270,0.25,0.25,no_target,1
20,90,270,0.4,0.4,left,1
21,270,90,0.4,0.25,right,1
22,90,270,0.9,0.15,left,1
23,270,270,0.4,0.25,no_target,1
24,270,90,0.9,0.15,right,1
25,270,270,0.25,0.4,no_target,1
26,270,270,0.25,0.4,no_target,1
27,270,90,0.4,0.4,right,1
28,270,90,0.9,0.15,right,1
29,270,270,0.9,0.15,no_target,1
30,270,270,0.25,0.25,no_target,1
31,270,90,0.25,0.4,right,1
32,270,90,0.4,0.25,right,1
33,90,270,0.9,0.15,left,1
34,90,270,0.25,0.25,left,1
35,270,90,0.9,0.15,right,1
36,90,270,0.25,0.4,left,1
37,90,270,0.25,0.4,left,1
38,270,90,0.9,0.15,right,1
39,90,270,0.4,0.25,left,1
40,270,90,0.25,0.25,right,1
41,270,90,0.4,0.4,right,1
42,270,90,0.25,0.4,right,1
43,90,270,0.4,0.4,left,1
44,270,90,0.25,0.4,right,1
45,270,90,0.4,0.25,right,1
46,270,270,0.9,0.15,no_target,1
47,270,270,0.4,0.4,no_target,1
48,90,270,0.4,0.4,left,1
49,270,90,0.9,0.15,right,1
50,270,90,0.9,0.15,right,1
51,270,90,0.9,0.15,right,1
52,270,270,0.25,0.25,no_target,1
53,270,270,0.4,0.25,no_target,1
54,90,270,0.4,0.25,left,1
55,270,270,0.9,0.15,no_target,1
56,270,270,0.25,0.25,no_target,1
57,270,90,0.25,0.25,right,1
58,270,90,0.4,0.25,right,1
59,90,270,0.25,0.25,left,1
60,270,90,0.9,0.15,right,1
61,270,90,0.4,0.4,right,1
62,90,270,0.9,0.15,left,1
63,270,270,0.9,0.15,no_target,1
64,270,270,0.25,0.25,no_target,1
65,90,270,0.9,0.15,left,1
66,90,270,0.9,0.15,left,1
67,270,270,0.9,0.15,no_target,1
68,270,270,0.9,0.15,no_target,1
69,270,270,0.9,0.15,no_target,1
70,270,270,0.4,0.4,no_target,1
71,270,270,0.25,0.4,no_target,1
72,90,270,0.25,0.4,left,1
73,90,270,0.4,0.25,left,1
74,270,270,0.4,0.25,no_target,1
75,270,90,0.25,0.4,right,1
76,270,270,0.4,0.4,no_target,1
77,270,270,0.9,0.15,no_target,1
78,270,270,0.9,0.15,no_target,1
79,270,270,0.25,0.4,no_target,1
80,270,270,0.4,0.25,no_target,1
81,270,270,0.9,0.15,no_target,1
82,270,270,0.4,0.25,no_target,1
83,270,270,0.9,0.15,no_target,1
84,270,90,0.9,0.15,right,1
85,90,270,0.9,0.15,left,1
86,90,270,0.4,0.4,left,1
87,270,270,0.9,0.15,no_target,1
88,270,270,0.4,0.4,no_target,1
89,270,90,0.9,0.15,right,1
90,90,270,0.4,0.25,left,1
91,270,90,0.9,0.15,right,1
92,270,270,0.9,0.15,no_target,1
93,270,90,0.4,0.25,right,1
94,90,270,0.4,0.4,left,1
95,90,270,0.25,0.25,left,1
96,270,270,0.25,0.4,no_target,1
97,90,270,0.4,0.25,left,1
98,270,90,0.25,0.25,right,1
