row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,270,270,0.9,0.15,no_target,1
1,270,90,0.25,0.25,right,1
2,270,90,0.25,0.25,right,1
3,270,270,0.4,0.25,no_target,1
4,270,90,0.4,0.4,right,1
5,90,270,0.4,0.4,left,1
6,90,270,0.25,0.4,left,1
7,90,270,0.9,0.15,left,1
8,270,270,0.4,0.4,no_target,1
9,270,90,0.9,0.15,right,1
10,270,270,0.9,0.15,no_target,1
11,90,270,0.4,0.25,left,1
12,90,270,0.9,0.15,left,1
13,270,90,0.4,0.25,right,1
14,270,90,0.9,0.15,right,1
15,90,270,0.9,0.15,left,1
16,270,90,0.9,0.15,right,1
17,270,90,0.9,0.15,right,1
18,90,270,0.25,0.25,left,1
19,270,270,0.25,0.25,no_target,1
20,270,270,0.25,0.4,no_target,1
21,270,270,0.25,0.25,no_target,1
22,270,90,0.25,0.25,right,1
23,90,270,0.4,0.25,left,1
24,270,90,0.4,0.4,right,1
25,270,90,0.9,0.15,right,1
26,90,270,0.9,0.15,left,1
27,90,270,0.25,0.4,left,1
28,270,270,0.4,0.4,no_target,1
29,90,270,0.9,0.15,left,1
30,270,90,0.9,0.15,right,1
31,270,270,0.4,0.25,no_target,1
32,90,270,0.4,0.4,left,1
33,270,270,0.25,0.4,no_target,1
34,90,270,0.9,0.15,left,1
35,90,270,0.9,0.15,left,1
36,90,270,0.25,0.25,left,1
37,90,270,0.4,0.4,left,1
38,270,270,0.25,0.4,no_target,1
39,270,270,0.9,0.15,no_target,1
40,270,90,0.4,0.4,right,1
41,270,270,0.4,0.25,no_target,1
42,90,270,0.4,0.25,left,1
43,90,270,0.9,0.15,left,1
44,270,90,0.9,0.15,right,1
45,270,90,0.25,0.4,right,1
46,270,270,0.9,0.15,no_target,1
47,90,270,0.25,0.25,left,1
48,270,90,0.25,0.4,right,1
49,270,270,0.9,0.15,no_target,1
50,90,270,0.9,0.15,left,1
51,270,90,0.4,0.25,right,1
52,90,270,0.9,0.15,left,1
53,90,270,0.4,0.4,left,1
54,270,270,0.9,0.15,no_target,1
55,270,270,0.9,0.15,no_target,1
56,270,270,0.4,0.25,no_target,1
57,270,90,0.9,0.15,right,1
58,270,270,0.25,0.25,no_target,1
59,270,270,0.9,0.15,no_target,1
60,90,270,0.4,0.25,left,1
61,90,270,0.25,0.25,left,1
62,270,270,0.4,0.4,no_target,1
63,270,270,0.9,0.15,no_target,1
64,270,90,0.9,0.15,right,1
65,270,270,0.9,0.15,no_target,1
66,270,270,0.25,0.25,no_target,1
67,270,90,0.25,0.4,right,1
68,90,270,0.25,0.25,left,1
69,270,90,0.9,0.15,right,1
70,270,270,0.4,0.4,no_target,1
71,270,270,0.4,0.4,no_target,1
72,270,270,0.25,0.25,no_target,1
73,270,90,0.25,0.25,right,1
74,90,270,0.9,0.15,left,1
75,270,90,0.25,0.4,right,1
76,270,90,0.9,0.15,right,1
77,90,270,0.4,0.25,left,1
78,270,270,0.25,0.4,no_target,1
79,90,270,0.4,0.4,left,1
80,90,270,0.25,0.4,left,1
81,270,90,0.9,0.15,right,1
82,90,270,0.9,0.15,left,1
83,90,270,0.25,0.4,left,1
84,270,90,0.4,0.25,right,1
85,270,90,0.4,0.25,right,1
86,270,90,0.9,0.15,right,1
87,270,270,0.9,0.15,no_target,1
88,270,270,0.25,0.4,no_target,1
89,90,270,0.9,0.15,left,1
90,270,270,0.9,0.15,no_target,1
91,270,90,0.25,0.25,right,1
92,270,90,0.4,0.4,right,1
93,90,270,0.25,0.4,left,1
94,270,270,0.4,0.25,no_target,1
95,270,90,0.25,0.4,right,1
96,270,90,0.4,0.4,right,1
97,270,90,0.4,0.25,right,1
98,270,270,0.9,0.15,no_target,1
