row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,270,90,0.9,0.15,right,1
1,270,90,0.9,0.15,right,1
2,270,90,0.9,0.15,right,1
3,270,90,0.9,0.15,right,1
4,270,90,0.25,0.4,right,1
5,270,270,0.9,0.15,no_target,1
6,270,270,0.9,0.15,no_target,1
7,270,90,0.4,0.25,right,1
8,90,270,0.4,0.4,left,1
9,270,90,0.9,0.15,right,1
10,270,270,0.4,0.4,no_target,1
11,270,270,0.25,0.25,no_target,1
12,270,270,0.4,0.4,no_target,1
13,270,270,0.25,0.25,no_target,1
14,90,270,0.25,0.4,left,1
15,90,270,0.25,0.25,left,1
16,90,270,0.9,0.15,left,1
17,270,90,0.9,0.15,right,1
18,270,270,0.4,0.4,no_target,1
19,270,90,0.9,0.15,right,1
20,270,270,0.9,0.15,no_target,1
21,270,270,0.9,0.15,no_target,1
22,270,270,0.4,0.25,no_target,1
23,270,90,0.4,0.25,right,1
24,270,90,0.4,0.25,right,1
25,270,90,0.25,0.25,right,1
26,270,270,0.9,0.15,no_target,1
27,270,90,0.4,0.25,right,1
28,270,270,0.9,0.15,no_target,1
29,270,270,0.9,0.15,no_target,1
30,90,270,0.9,0.15,left,1
31,270,90,0.25,0.4,right,1
32,270,270,0.25,0.25,no_target,1
33,90,270,0.4,0.25,left,1
34,270,90,0.4,0.4,right,1
35,90,270,0.25,0.25,left,1
36,270,90,0.9,0.15,right,1
37,90,270,0.25,0.4,left,1
38,90,270,0.25,0.25,left,1
39,270,270,0.4,0.25,no_target,1
40,90,270,0.25,0.4,left,1
41,270,90,0.25,0.25,right,1
42,90,270,0.4,0.25,left,1
43,270,90,0.4,0.4,right,1
44,90,270,0.9,0.15,left,1
45,90,270,0.9,0.15,left,1
46,270,270,0.9,0.15,no_target,1
47,270,90,0.25,0.25,right,1
48,270,90,0.9,0.15,right,1
49,90,270,0.9,0.15,left,1
50,270,270,0.25,0.4,no_target,1
51,270,90,0.4,0.25,right,1
52,270,270,0.25,0.4,no_target,1
53,90,270,0.9,0.15,left,1
54,90,270,0.9,0.15,left,1
55,270,90,0.25,0.4,right,1
56,90,270,0.9,0.15,left,1
57,90,270,0.4,0.4,left,1
58,270,270,0.4,0.4,no_target,1
59,270,90,0.25,0.4,right,1
60,270,90,0.9,0.15,right,1
61,270,270,0.25,0.4,no_target,1
62,270,270,0.9,0.15,no_target,1
63,270,90,0.9,0.15,right,1
64,270,90,0.9,0.15,right,1
65,270,270,0.4,0.25,no_target,1
66,90,270,0.9,0.15,left,1
67,90,270,0.9,0.15,left,1
68,90,270,0.25,0.4,left,1
69,270,270,0.4,0.25,no_target,1
70,270,90,0.25,0.25,right,1
71,270,270,0.25,0.25,no_target,1
72,270,90,0.4,0.4,right,1
73,270,270,0.9,0.15,no_target,1
74,270,90,0.9,0.15,right,1
75,90,270,0.9,0.15,left,1
76,90,270,0.4,0.25,left,1
77,270,270,0.25,0.25,no_target,1
78,270,270,0.9,0.15,no_target,1
79,270,90,0.4,0.4,right,1
80,270,90,0.4,0.4,right,1
81,90,270,0.4,0.25,left,1
82,90,270,0.9,0.15,left,1
83,270,90,0.25,0.4,right,1
84,270,270,0.4,0.25,no_target,1
85,270,90,0.25,0.25,right,1
86,90,270,0.4,0.4,left,1
87,90,270,0.9,0.15,left,1
88,270,270,0.9,0.15,no_target,1
89,90,270,0.4,0.4,left,1
90,90,270,0.4,0.25,left,1
91,270,270,0.25,0.4,no_target,1
92,90,270,0.25,0.4,left,1
93,90,270,0.25,0.25,left,1
94,270,270,0.4,0.4,no_target,1
95,270,270,0.25,0.4,no_target,1
96,90,270,0.25,0.25,left,1
97,270,270,0.9,0.15,no_target,1
98,90,270,0.4,0.4,left,1
