row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,90,270,0.4,0.4,left,0
1,90,270,0.5,0.4,left,0
2,90,270,0.5,0.5,left,0
3,270,270,0.5,0.4,no_target,0
4,270,90,0.2,0.9,right,0
5,270,270,0.2,0.9,no_target,0
6,270,90,0.4,0.4,right,0
7,270,90,0.5,0.5,right,0
8,270,90,0.2,0.9,right,0
9,270,270,0.2,0.9,no_target,0
10,270,90,0.5,0.5,right,0
11,90,270,0.5,0.5,left,0
12,270,270,0.5,0.5,no_target,0
13,270,270,0.5,0.4,no_target,0
14,270,90,0.2,0.9,right,0
15,270,270,0.5,0.5,no_target,0
16,270,90,0.2,0.9,right,0
17,270,270,0.5,0.4,no_target,0
18,270,270,0.2,0.9,no_target,0
19,270,90,0.2,0.9,right,0
20,270,270,0.2,0.9,no_target,0
21,270,90,0.4,0.4,right,0
22,270,270,0.2,0.9,no_target,0
23,270,270,0.4,0.5,no_target,0
24,270,270,0.5,0.5,no_target,0
25,90,270,0.4,0.4,left,0
26,270,270,0.2,0.9,no_target,0
27,270,270,0.2,0.9,no_target,0
28,270,270,0.4,0.4,no_target,0
29,90,270,0.4,0.5,left,0
30,90,270,0.2,0.9,left,0
31,270,270,0.5,0.5,no_target,0
32,90,270,0.4,0.4,left,0
33,90,270,0.5,0.4,left,0
34,270,90,0.5,0.5,right,0
35,270,90,0.5,0.5,right,0
36,90,270,0.5,0.5,left,0
37,90,270,0.4,0.5,left,0
38,270,270,0.5,0.5,no_target,0
39,270,90,0.2,0.9,right,0
40,270,90,0.4,0.5,right,0
41,270,90,0.4,0.4,right,0
42,90,270,0.2,0.9,left,0
43,270,270,0.4,0.4,no_target,0
44,270,90,0.4,0.4,right,0
45,270,90,0.2,0.9,right,0
46,270,270,0.4,0.4,no_target,0
47,270,90,0.5,0.4,right,0
48,270,270,0.4,0.4,no_target,0
49,270,270,0.4,0.5,no_target,0
50,90,270,0.5,0.5,left,0
51,270,90,0.4,0.5,right,0
52,90,270,0.2,0.9,left,0
53,90,270,0.4,0.5,left,0
54,270,270,0.2,0.9,no_target,0
55,90,270,0.2,0.9,left,0
56,270,270,0.4,0.4,no_target,0
57,270,270,0.2,0.9,no_target,0
58,90,270,0.2,0.9,left,0
59,90,270,0.2,0.9,left,0
60,270,270,0.5,0.4,no_target,0
61,270,90,0.5,0.4,right,0
62,90,270,0.2,0.9,left,0
63,270,90,0.2,0.9,right,0
64,90,270,0.4,0.5,left,0
65,270,90,0.2,0.9,right,0
66,270,90,0.5,0.5,right,0
67,90,270,0.2,0.9,left,0
68,270,90,0.2,0.9,right,0
69,90,270,0.2,0.9,left,0
70,90,270,0.2,0.9,left,0
71,270,270,0.2,0.9,no_target,0
72,90,270,0.4,0.5,left,0
73,90,270,0.4,0.4,left,0
74,270,270,0.4,0.5,no_target,0
75,90,270,0.5,0.4,left,0
76,270,90,0.5,0.4,right,0
77,270,270,0.2,0.9,no_target,0
78,270,270,0.2,0.9,no_target,0
79,90,270,0.2,0.9,left,0
80,270,90,0.2,0.9,right,0
81,270,270,0.2,0.9,no_target,0
82,270,90,0.4,0.5,right,0
83,270,270,0.4,0.5,no_target,0
84,90,270,0.2,0.9,left,0
85,90,270,0.5,0.4,left,0
86,90,270,0.5,0.4,left,0
87,90,270,0.2,0.9,left,0
88,270,90,0.4,0.4,right,0
89,270,90,0.5,0.4,right,0
90,90,270,0.4,0.4,left,0
91,270,270,0.5,0.4,no_target,0
92,270,90,0.4,0.5,right,0
93,270,270,0.4,0.5,no_target,0
94,90,270,0.5,0.5,left,0
95,270,90,0.5,0.4,right,0
96,270,90,0.2,0.9,right,0
97,270,90,0.2,0.9,right,0
98,270,90,0.4,0.5,right,0
