row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,90,270,0.5,0.4,left,1
1,270,270,0.5,0.5,no_target,1
2,90,270,0.9,0.2,left,1
3,270,270,0.9,0.2,no_target,1
4,270,90,0.4,0.5,right,1
5,270,270,0.5,0.5,no_target,1
6,90,270,0.5,0.5,left,1
7,90,270,0.5,0.5,left,1
8,270,270,0.5,0.4,no_target,1
9,90,270,0.9,0.2,left,1
10,270,90,0.9,0.2,right,1
11,270,90,0.9,0.2,right,1
12,270,270,0.5,0.4,no_target,1
13,270,270,0.9,0.2,no_target,1
14,90,270,0.4,0.5,left,1
15,270,90,0.5,0.5,right,1
16,90,270,0.9,0.2,left,1
17,270,90,0.4,0.4,right,1
18,90,270,0.5,0.4,left,1
19,90,270,0.9,0.2,left,1
20,270,90,0.9,0.2,right,1
21,270,270,0.5,0.4,no_target,1
22,90,270,0.5,0.5,left,1
23,270,90,0.5,0.4,right,1
24,90,270,0.9,0.2,left,1
25,90,270,0.4,0.4,left,1
26,270,270,0.9,0.2,no_target,1
27,270,90,0.5,0.5,right,1
28,90,270,0.9,0.2,left,1
29,270,270,0.9,0.2,no_target,1
30,270,90,0.9,0.2,right,1
31,90,270,0.5,0.5,left,1
32,90,270,0.9,0.2,left,1
33,270,270,0.9,0.2,no_target,1
34,270,90,0.4,0.5,right,1
35,90,270,0.4,0.5,left,1
36,270,270,0.4,0.5,no_target,1
37,270,270,0.5,0.5,no_target,1
38,270,270,0.5,0.4,no_target,1
39,270,90,0.9,0.2,right,1
40,270,270,0.5,0.5,no_target,1
41,270,270,0.9,0.2,no_target,1
42,90,270,0.4,0.4,left,1
43,270,90,0.9,0.2,right,1
44,270,90,0.4,0.5,right,1
45,270,90,0.4,0.4,right,1
46,270,90,0.4,0.4,right,1
47,270,270,0.9,0.2,no_target,1
48,270,270,0.9,0.2,no_target,1
49,270,90,0.4,0.5,right,1
50,270,270,0.4,0.5,no_target,1
51,270,270,0.4,0.4,no_target,1
52,90,270,0.4,0.4,left,1
53,270,90,0.5,0.4,right,1
54,270,270,0.9,0.2,no_target,1
55,270,90,0.5,0.5,right,1
56,270,90,0.9,0.2,right,1
57,270,270,0.4,0.4,no_target,1
58,270,270,0.4,0.5,no_target,1
59,90,270,0.4,0.4,left,1
60,270,90,0.5,0.4,right,1
61,270,270,0.4,0.5,no_target,1
62,90,270,0.4,0.5,left,1
63,270,90,0.5,0.5,right,1
64,90,270,0.5,0.5,left,1
65,90,270,0.9,0.2,left,1
66,270,270,0.9,0.2,no_target,1
67,90,270,0.9,0.2,left,1
68,270,90,0.5,0.5,right,1
69,90,270,0.5,0.4,left,1
70,90,270,0.9,0.2,left,1
71,90,270,0.4,0.5,left,1
72,270,270,0.4,0.4,no_target,1
73,270,90,0.9,0.2,right,1
74,90,270,0.9,0.2,left,1
75,90,270,0.9,0.2,left,1
76,270,90,0.4,0.5,right,1
77,270,90,0.5,0.4,right,1
78,270,270,0.9,0.2,no_target,1
79,270,270,0.5,0.4,no_target,1
80,270,90,0.9,0.2,right,1
81,90,270,0.4,0.5,left,1
82,270,90,0.5,0.4,right,1
83,270,90,0.9,0.2,right,1
84,270,90,0.4,0.4,right,1
85,270,270,0.9,0.2,no_target,1
86,270,270,0.4,0.5,no_target,1
87,90,270,0.5,0.4,left,1
88,270,270,0.4,0.4,no_target,1
89,270,270,0.5,0.5,no_target,1
90,270,90,0.9,0.2,right,1
91,270,270,0.4,0.4,no_target,1
92,90,270,0.5,0.4,left,1
93,270,90,0.9,0.2,right,1
94,90,270,0.4,0.4,left,1
95,90,270,0.9,0.2,left,1
96,270,90,0.4,0.4,right,1
97,270,90,0.9,0.2,right,1
98,270,270,0.9,0.2,no_target,1
