row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,90,270,0.4,0.5,left,0
1,270,270,0.4,0.5,no_target,0
2,270,270,0.2,0.9,no_target,0
3,90,270,0.2,0.9,left,0
4,270,90,0.2,0.9,right,0
5,270,270,0.5,0.4,no_target,0
6,270,270,0.2,0.9,no_target,0
7,270,270,0.4,0.4,no_target,0
8,90,270,0.4,0.5,left,0
9,270,90,0.4,0.5,right,0
10,90,270,0.4,0.5,left,0
11,90,270,0.5,0.4,left,0
12,270,90,0.2,0.9,right,0
13,270,270,0.2,0.9,no_target,0
14,270,270,0.5,0.4,no_target,0
15,90,270,0.2,0.9,left,0
16,270,90,0.2,0.9,right,0
17,90,270,0.2,0.9,left,0
18,270,90,0.2,0.9,right,0
19,90,270,0.2,0.9,left,0
20,90,270,0.2,0.9,left,0
21,90,270,0.5,0.5,left,0
22,270,270,0.4,0.5,no_target,0
23,270,90,0.2,0.9,right,0
24,270,90,0.5,0.5,right,0
25,270,90,0.5,0.5,right,0
26,90,270,0.2,0.9,left,0
27,270,90,0.2,0.9,right,0
28,90,270,0.2,0.9,left,0
29,270,90,0.2,0.9,right,0
30,270,90,0.4,0.4,right,0
31,270,270,0.5,0.5,no_target,0
32,90,270,0.4,0.4,left,0
33,270,270,0.4,0.5,no_target,0
34,90,270,0.5,0.5,left,0
35,270,90,0.4,0.5,right,0
36,90,270,0.5,0.4,left,0
37,270,270,0.4,0.4,no_target,0
38,270,90,0.4,0.5,right,0
39,270,90,0.4,0.5,right,0
40,270,270,0.2,0.9,no_target,0
41,270,90,0.5,0.5,right,0
42,270,90,0.4,0.4,right,0
43,90,270,0.2,0.9,left,0
44,270,90,0.5,0.4,right,0
45,90,270,0.4,0.4,left,0
46,90,270,0.5,0.5,left,0
47,90,270,0.4,0.5,left,0
48,270,270,0.2,0.9,no_target,0
49,270,270,0.2,0.9,no_target,0
50,90,270,0.2,0.9,left,0
51,90,270,0.5,0.5,left,0
52,270,90,0.5,0.5,right,0
53,90,270,0.4,0.4,left,0
54,270,270,0.2,0.9,no_target,0
55,90,270,0.5,0.5,left,0
56,270,90,0.5,0.4,right,0
57,270,270,0.2,0.9,no_target,0
58,270,90,0.5,0.4,right,0
59,90,270,0.4,0.4,left,0
60,270,90,0.4,0.4,right,0
61,270,270,0.2,0.9,no_target,0
62,90,270,0.5,0.4,left,0
63,90,270,0.2,0.9,left,0
64,270,270,0.5,0.5,no_target,0
65,270,90,0.2,0.9,right,0
66,270,270,0.4,0.4,no_target,0
67,90,270,0.2,0.9,left,0
68,270,90,0.2,0.9,right,0
69,270,90,0.2,0.9,right,0
70,270,90,0.2,0.9,right,0
71,270,270,0.2,0.9,no_target,0
72,270,270,0.5,0.5,no_target,0
73,270,270,0.4,0.4,no_target,0
74,270,270,0.4,0.5,no_target,0
75,90,270,0.5,0.4,left,0
76,90,270,0.2,0.9,left,0
77,270,90,0.5,0.5,right,0
78,270,270,0.4,0.4,no_target,0
79,270,270,0.5,0.5,no_target,0
80,270,270,0.2,0.9,no_target,0
81,270,90,0.2,0.9,right,0
82,270,90,0.4,0.4,right,0
83,270,270,0.5,0.4,no_target,0
84,270,90,0.4,0.5,right,0
85,270,90,0.5,0.4,right,0
86,90,270,0.4,0.4,left,0
87,270,90,0.2,0.9,right,0
88,270,270,0.5,0.4,no_target,0
89,90,270,0.5,0.4,left,0
90,90,270,0.4,0.5,left,0
91,270,270,0.5,0.5,no_target,0
92,270,270,0.2,0.9,no_target,0
93,270,90,0.5,0.4,right,0
94,270,90,0.4,0.4,right,0
95,270,270,0.2,0.9,no_target,0
96,90,270,0.2,0.9,left,0
97,270,270,0.4,0.5,no_target,0
98,270,270,0.5,0.4,no_target,0
