row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,90,270,0.9,0.2,left,1
1,90,270,0.5,0.4,left,1
2,270,270,0.9,0.2,no_target,1
3,270,90,0.9,0.2,right,1
4,90,270,0.4,0.5,left,1
5,270,270,0.9,0.2,no_target,1
6,270,90,0.4,0.5,right,1
7,270,90,0.5,0.5,right,1
8,270,270,0.9,0.2,no_target,1
9,270,90,0.4,0.5,right,1
10,90,270,0.9,0.2,left,1
11,270,270,0.5,0.4,no_target,1
12,270,270,0.5,0.5,no_target,1
13,90,270,0.9,0.2,left,1
14,270,270,0.9,0.2,no_target,1
15,270,270,0.9,0.2,no_target,1
16,270,270,0.9,0.2,no_target,1
17,270,90,0.4,0.5,right,1
18,270,270,0.4,0.4,no_target,1
19,270,270,0.4,0.5,no_target,1
20,90,270,0.4,0.4,left,1
21,90,270,0.4,0.4,left,1
22,90,270,0.4,0.4,left,1
23,90,270,0.5,0.4,left,1
24,270,270,0.5,0.4,no_target,1
25,90,270,0.4,0.4,left,1
26,270,90,0.9,0.2,right,1
27,270,90,0.4,0.4,right,1
28,90,270,0.5,0.5,left,1
29,270,270,0.4,0.5,no_target,1
30,270,90,0.9,0.2,right,1
31,270,90,0.9,0.2,right,1
32,90,270,0.9,0.2,left,1
33,270,90,0.5,0.5,right,1
34,270,90,0.9,0.2,right,1
35,270,270,0.9,0.2,no_target,1
36,270,270,0.9,0.2,no_target,1
37,270,90,0.9,0.2,right,1
38,270,270,0.4,0.4,no_target,1
39,90,270,0.9,0.2,left,1
40,270,270,0.9,0.2,no_target,1
41,90,270,0.4,0.5,left,1
42,270,90,0.5,0.5,right,1
43,270,270,0.5,0.5,no_target,1
44,270,90,0.9,0.2,right,1
45,90,270,0.4,0.5,left,1
46,270,270,0.9,0.2,no_target,1
47,270,90,0.9,0.2,right,1
48,270,270,0.9,0.2,no_target,1
49,270,90,0.4,0.4,right,1
50,270,90,0.4,0.4,right,1
51,90,270,0.9,0.2,left,1
52,270,90,0.5,0.4,right,1
53,270,270,0.5,0.4,no_target,1
54,270,270,0.5,0.5,no_target,1
55,90,270,0.5,0.5,left,1
56,270,270,0.4,0.5,no_target,1
57,90,270,0.9,0.2,left,1
58,90,270,0.4,0.5,left,1
59,270,90,0.5,0.4,right,1
60,90,270,0.9,0.2,left,1
61,90,270,0.9,0.2,left,1
62,270,270,0.5,0.4,no_target,1
63,270,270,0.5,0.5,no_target,1
64,270,90,0.4,0.5,right,1
65,270,270,0.5,0.4,no_target,1
66,270,90,0.4,0.5,right,1
67,90,270,0.4,0.4,left,1
68,90,270,0.9,0.2,left,1
69,270,90,0.9,0.2,right,1
70,90,270,0.9,0.2,left,1
71,90,270,0.5,0.4,left,1
72,90,270,0.5,0.4,left,1
73,270,90,0.9,0.2,right,1
74,90,270,0.4,0.5,left,1
75,270,90,0.4,0.4,right,1
76,270,270,0.4,0.4,no_target,1
77,270,90,0.9,0.2,right,1
78,270,90,0.5,0.5,right,1
79,270,270,0.4,0.5,no_target,1
80,270,270,0.9,0.2,no_target,1
81,270,90,0.5,0.4,right,1
82,90,270,0.9,0.2,left,1
83,270,90,0.5,0.4,right,1
84,270,90,0.9,0.2,right,1
85,90,270,0.5,0.5,left,1
86,90,270,0.5,0.5,left,1
87,270,270,0.4,0.4,no_target,1
88,270,270,0.9,0.2,no_target,1
89,270,270,0.5,0.5,no_target,1
90,90,270,0.5,0.5,left,1
91,90,270,0.5,0.4,left,1
92,270,90,0.4,0.4,right,1
93,270,90,0.5,0.4,right,1
94,270,270,0.4,0.5,no_target,1
95,270,90,0.9,0.2,right,1
96,270,270,0.4,0.4,no_target,1
97,90,270,0.9,0.2,left,1
98,270,90,0.5,0.5,right,1
